-29.6907	63		
-29.0722	152		
-28.4536	115		
-27.8351	109		
-27.2165	213		
-26.5979	178		
-25.9794	157		
-25.3608	316		
-24.7423	264		
-24.1237	279		
-23.5052	496		
-22.8866	449		
-22.268	558		
-21.6495	893		
-21.0309	1433		
-20.4124	3252		
-19.7938	6798		
-19.1753	4298		
-18.5567	9159		
-17.9381	17151		
-17.3196	11747		
-16.701	21349		
-16.0825	34876		
-15.4639	27113		
-14.8454	43107		
-14.2268	59765		
-13.6082	50056		
-12.9897	67540		
-12.3711	87419		
-11.7526	79713		
-11.134	98759		
-10.5155	119035		
-9.89691	113186		
-9.27835	133990		
-8.65979	152363		
-8.04124	149481		
-7.42268	166543		
-6.80412	185107		
-6.18557	183196		
-5.56701	198855		
-4.94845	211325		
-4.3299	211445		
-3.71134	224359		
-3.09278	230999		
-2.47423	232867		
-1.85567	241351		
-1.23711	240862		
-0.618557	243970		
1.11022e-15	247976		
0.618557	247695		
1.23711	244571		
1.85567	240452		
2.47423	237790		
3.09278	231877		
3.71134	222725		
4.3299	219050		
4.94845	210637		
5.56701	199141		
6.18557	195249		
6.80412	182162		
7.42268	166880		
8.04124	164174		
8.65979	146264		
9.27835	127253		
9.89691	124740		
10.5155	104816		
11.134	85658		
11.7526	63568		
12.3711	63872		
12.9897	49112		
13.6082	37624		
14.2268	43109		
14.8454	32483		
15.4639	22284		
16.0825	23010		
16.701	14748		
17.3196	8906		
17.9381	9075		
18.5567	5212		
19.1753	3118		
19.7938	3392		
20.4124	1967		
21.0309	1407		
21.6495	798		
22.268	607		
22.8866	679		
23.5052	375		
24.1237	349		
24.7423	424		
25.3608	238		
25.9794	225		
26.5979	316		
27.2165	141		
27.8351	131		
28.4536	169		
29.0722	248		
29.6907	84		
